Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID	RelationShipCode	SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1037_BIM_USER216	Leslee	Bernath	#93570	OLD SHORE ROAD 116	arizona	AZ	OTHER	85001	en_US	F	1992-01-24	1037	ET10	1037FE216	1037FE199	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT615				LG91115	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW326	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9611	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	9611	1970-07-31	PPO	Y	LUCK	LAN	3216	3224	448											2014-11-04	2014-11-04	abcd	FJUT	1037YH216	abcd	Y	Y	E	2014-12-04	1816	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER217	Lesley	Bernatowicz	#93571	OLD SHORE ROAD 117	arizona	AZ	OTHER	85001	en_US	M	1992-01-25	1037	ET10	1037FE217	1037FE200	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT616				LG91116	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW327	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4314	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4314	1970-07-31	PPO	Y	LUCK	LAN	3217	3225	449											2014-11-04	2014-11-04	abcd	FJUT	1037YH217	abcd	Y	Y	E	2014-12-04	1817	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER218	Lesley	Bernau	#93572	OLD SHORE ROAD 118	arizona	AZ	OTHER	85001	en_US	F	1992-01-26	1037	ET10	1037FE218	1037FE201	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT617				LG91117	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW328	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4614	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4614	1970-07-31	PPO	Y	LUCK	LAN	3218	3226	450											2014-11-04	2014-11-04	abcd	FJUT	1037YH218	abcd	Y	Y	E	2014-12-04	1818	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER219	Lesli	Bernaudo	#93573	OLD SHORE ROAD 119	arizona	AZ	OTHER	85001	en_US	M	1992-01-27	1037	ET10	1037FE219	1037FE219	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT618				LG91118	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW329	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4810	CPMO	Ada County			01	OPTED_IN	EV115	role33	incentiveId_ROLE33	4810	1970-07-31	PPO	Y	LUCK	LAN	3219	3227	451											2014-11-04	2014-11-04	abcd	FJUT	1037YH219	abcd	Y	Y	E	2014-12-04	1819	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER220	Leslie	Bernbeck	#93574	OLD SHORE ROAD 120	arizona	AZ	OTHER	85001	en_US	F	1992-01-28	1037	ET10	1037FE220	1037FE220	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT619				LG91119	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW330	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4814	CPMO	Ada County			01	OPTED_IN	EV115	role33	incentiveId_ROLE33	4814	1970-07-31	PPO	Y	LUCK	LAN	3220	3228	452											2014-11-04	2014-11-04	abcd	FJUT	1037YH220	abcd	Y	Y	E	2014-12-04	1820	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER221	Leslie	Bernd	#93575	OLD SHORE ROAD 121	arizona	AZ	OTHER	85001	en_US	M	1992-01-29	1037	ET10	1037FE221	1037FE219	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT620				LG91120	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW331	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4810	CPMO	Ada County			02	OPTED_IN	EV115	role34	incentiveId_ROLE34	4810	1970-07-31	PPO	Y	LUCK	LAN	3221	3229	453											2014-11-04	2014-11-04	abcd	FJUT	1037YH221	abcd	Y	Y	E	2014-12-04	1821	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER222	Lessie	Berndsen	#93576	OLD SHORE ROAD 122	arizona	AZ	OTHER	85001	en_US	F	1992-01-30	1037	ET10	1037FE222	1037FE220	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT621				LG91121	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW332	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4814	CPMO	Ada County			02	OPTED_IN	EV115	role34	incentiveId_ROLE34	4814	1970-07-31	PPO	Y	LUCK	LAN	3222	3230	454											2014-11-04	2014-11-04	abcd	FJUT	1037YH222	abcd	Y	Y	E	2014-12-04	1822	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER223	Lester	Berndt	#93577	OLD SHORE ROAD 123	arizona	AZ	OTHER	85001	en_US	M	1992-01-31	1037	ET10	1037FE223	1037FE223	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT622				LG91122	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW333	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4810	CPMO	Ada County			01	OPTED_IN	EV115	role35	incentiveId_ROLE35	4810	1970-07-31	PPO	Y	LUCK	LAN	3223	3231	455											2014-11-04	2014-11-04	abcd	FJUT	1037YH223	abcd	Y	Y	E	2014-12-04	1823	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER224	Lester	Berne	#93578	OLD SHORE ROAD 124	arizona	AZ	OTHER	85001	en_US	F	1992-02-01	1037	ET10	1037FE224	1037FE224	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT623				LG91123	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW334	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4814	CPMO	Ada County			01	OPTED_IN	EV115	role35	incentiveId_ROLE35	4814	1970-07-31	PPO	Y	LUCK	LAN	3224	3232	456											2014-11-04	2014-11-04	abcd	FJUT	1037YH224	abcd	Y	Y	E	2014-12-04	1824	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER225	Leta	Bernecker	#93579	OLD SHORE ROAD 125	arizona	AZ	OTHER	85001	en_US	M	1992-02-02	1037	ET10	1037FE225	1037FE223	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT624				LG91124	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW335	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4810	CPMO	Ada County			02	OPTED_IN	EV115	role36	incentiveId_ROLE36	4810	1970-07-31	PPO	Y	LUCK	LAN	3225	3233	457											2014-11-04	2014-11-04	abcd	FJUT	1037YH225	abcd	Y	Y	E	2014-12-04	1825	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER226	Letha	Bernell	#93580	OLD SHORE ROAD 126	arizona	AZ	OTHER	85001	en_US	F	1992-02-03	1037	ET10	1037FE226	1037FE224	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT625				LG91125	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW336	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4814	CPMO	Ada County			02	OPTED_IN	EV115	role36	incentiveId_ROLE36	4814	1970-07-31	PPO	Y	LUCK	LAN	3226	3234	458											2014-11-04	2014-11-04	abcd	FJUT	1037YH226	abcd	Y	Y	E	2014-12-04	1826	CHRA1RNCHILD1Y	FTE	You Only
